session_id,prototipo,task,task_description,clicks,scrolls,azioni,completed,duration_seconds,selected_recipe,errori
20260206_161800_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",0,3,3,True,10,Bistecca di Manzo alla Griglia,0
20260206_161800_prototype_B,B,task_3,"Confrontate 2 piatti che preferite e dite perchè vi attirano, infine scegietene uno",0,3,3,True,9,Zuppa Piccante con Pollo,0
20260208_194622_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",5,0,5,True,71.3,Spaghetti ai Funghi e Speck,0
20260208_194622_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",9,1,10,True,104.1,Bistecca di Manzo alla Griglia,0
20260208_194622_prototype_A,A,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",6,0,6,True,38,Zuppa Piccante con Pollo,0
20260208_194622_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",5,0,5,True,71.3,Spaghetti ai Funghi e Speck,0
20260208_194622_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",9,1,10,True,104.1,Bistecca di Manzo alla Griglia,0
20260208_194622_prototype_B,B,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",6,0,6,True,38,Zuppa Piccante con Pollo,0
20260209_160419_prototype_A,A,task_1,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",1,0,1,True,80.5,Bocconcini di Mozzarella Marinati,0
20260209_115123_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",1,3,4,True,32.0,Spaghetti ai Funghi e Speck,0
20260209_115123_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",0,0,0,True,12.56,Foglie di vite ripiene,0
20260209_115123_prototype_B,B,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",3,3,6,True,21.0,tortellini rossi e classici,0
20260207_193846_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",0,0,0,True,146.02,Spaghetti ai Funghi e Speck,0
20260207_193846_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",8,5,13,True,165.58,Pollo con Peperoni e Riso,0
20260207_193846_prototype_A,A,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",3,1,4,True,340.1,Foglie di vite ripiene,1
20260207_193846_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",0,0,0,True,146.02,Spaghetti ai Funghi e Speck,0
20260207_193846_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",8,5,13,True,165.58,Pollo con Peperoni e Riso,0
20260207_193846_prototype_B,B,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",5,2,7,True,382.42,Spaghetti Pomodorini e Basilico,0
20260207_155310_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",2,0,2,True,24.34,Spaghetti Pomodorini e Basilico,0
20260207_155310_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",17,3,20,True,250.6,Zuppa Piccante con Pollo,0
20260207_155310_prototype_A,A,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",7,7,14,True,194.59,Maiale Arrosto con Pomodoro,0
20260207_156110_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",0,0,0,True,73.4,Ciabatta con Prosciutto e Ricotta,0
20260207_156110_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",0,1,1,True,126.94,Bistecca di Manzo alla Griglia,0
20260207_156110_prototype_B,B,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",0,1,1,True,170.99,Ciabatta con Prosciutto e Ricotta,0
20260205_130223_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",10,0,10,True,130.33,Noodles con Maiale e Verdure,0
20260205_130223_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",4,6,10,True,38.1,Maiale Arrosto con Pomodoro,1
20260205_130223_prototype_A,A,task_3,"Esplora le ricette, confronta 2 piatti che preferite e di perchè ti attirano, infine scegline uno",2,0,2,True,9.13,Zuppa Piccante con Pollo,0
20260205_143551_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",8,1,9,True,164.8,Rad Na,0
20260205_143551_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",1,0,1,True,161.74,Bistecca di Manzo alla Griglia,0
20260205_143551_prototype_B,B,task_3,"Esplora le ricette, confronta 2 piatti che preferite e di perchè ti attirano, infine scegline uno",11,0,11,True,119.54,Pancake,0
20260207_132756_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",3,0,3,True,165.42,Spaghetti Pomodorini e Basilico,0
20260207_132756_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",3,1,4,True,209.89,Bistecca di Manzo alla Griglia,0
20260207_132756_prototype_A,A,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",5,1,6,True,236.7,Maiale Arrosto con Pomodoro,0
20260207_215245_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",2,1,3,True,24.5,Foglie di Vite Ripiene,0
20260207_215245_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",0,0,0,True,4.18,Foglie di Vite Ripiene,0
20260207_215245_prototype_B,B,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",9,16,25,True,292.23,Bocconcini di Mozzarella Marinati,0
20260208_211407_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",1,2,3,True,20.53,Zuppa di Formaggio in Tazza,0
20260208_211407_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",1,2,3,True,20.78,Pollo con Peperoni e Riso,0
20260208_211407_prototype_A,A,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",6,3,9,True,21.5,"Yogurt melagrana, cereali e fichi",0
20260208_194622_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",3,4,7,True,80.49,Foglie di vite ripiene,0
20260208_194622_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",2,2,4,True,27.31,Rad Na,0
20260208_194622_prototype_B,B,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",4,4,8,True,23.0,Pancake miele e frutti di bosco,0
20260206_162948_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",4,0,4,True,47.97,Spaghetti Pomodorini e Basilico,0
20260206_162948_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",2,0,2,True,16.91,Back,0
20260206_162948_prototype_A,A,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",6,1,7,False,43.34,,0
20260206_162948_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",1,0,1,True,47.97,Spaghetti ai Funghi e Speck,0
20260206_162948_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",5,0,5,True,55.96,Pollo con Peperoni e Riso,0
20260206_162948_prototype_B,B,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",5,2,7,True,44.21,Waffle con Frutti di Bosco,0
20260208_190551_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",4,1,5,True,64.22,Spaghetti ai Funghi e Speck,0
20260208_190551_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",9,2,11,True,73.67,Bistecca di Manzo alla Griglia,0
20260208_150100_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",0,0,0,False,119.23,,0
20260208_150100_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",2,2,4,True,42.79,Rad Na,0
20260208_150100_prototype_B,B,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",5,5,10,True,81.39,Pancake al Miele e Frutti di Bosco,0
20260207_002607_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",4,0,4,True,38.35,Spaghetti Pomodorini e Basilico,0
20260207_002607_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",7,0,7,True,47.36,Pita Ripiena,0
20260207_002607_prototype_A,A,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",6,1,7,True,47.97,Foglie di Vita Ripiene,0
20260207_002607_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",3,0,3,True,35.32,Spaghetti Pomodorini e Basilico,0
20260207_002607_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",1,1,2,True,29.78,Bistecca di Manzo alla Griglia,0
20260207_002607_prototype_B,B,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",3,2,5,True,53.4,Pollo Peperoni e Riso,0
20260204_134921_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",0,0,0,True,19.07,Spaghetti Pomodorini e Basilico,0
20260204_134921_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",0,0,0,True,11.96,Pollo con Peperoni e Riso,0
20260204_134921_prototype_A,A,task_3,"Esplora le ricette, confronta 2 piatti che preferite e dite perché vi attirano, infine scegliete uno",0,0,0,True,69.4,Pollo con Peperoni e Riso,0
20260204_141444_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",0,0,0,True,44.75,Spaghetti Pomodorini e Basilico,0
20260204_141444_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",0,4,4,False,87.55,,0
20260204_141444_prototype_B,B,task_3,"Esplora le ricette, confronta 2 piatti che preferite e dite perché vi attirano, infine scegliete uno",0,0,0,True,3.2,Ramen,0
20260206_150052_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",3,0,3,True,39.0,Spaghetti Pomodorini e Basilico,0
20260206_150052_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",1,3,4,True,36.84,Bistecca di Manzo alla Griglia,0
20260206_150052_prototype_A,A,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",13,0,13,True,131.6,Stufato di Uova di Quaglia,1
20260206_150618_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",3,0,3,True,28.55,Spaghetti Pomodorini e Basilico,0
20260206_150618_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",1,3,4,True,60,Bistecca di Manzo alla Griglia,0
20260206_150618_prototype_B,B,task_3,"Esplora il sito, confronta 2 piatti che preferisci, di perchè ti attirano, infine scegline uno",10,2,12,True,59,Stufato di Uova di Quaglia,1
20260205_182624_prototype_A,A,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",0,0,0,True,44.4,Spaghetti ai Funghi e Speck,0
20260205_182624_prototype_A,A,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",3,1,4,True,184.31,Stufato di Uova di Quaglia,0
20260205_182624_prototype_A,A,task_3,"Esplora le ricette, confronta 2 piatti che preferite e di perchè ti attirano, infine scegline uno",3,0,3,True,60.29,Pollo con Peperoni e Riso,0
20260205_193529_prototype_B,B,task_1,"Trovate un PRIMO PIATTO (pasta, zuppa, ramen) con tempo <50min",3,0,3,True,28.64,Spaghetti Pomodorini e Basilico,0
20260205_193529_prototype_B,B,task_2,"Trovate un SECONDO PIATTO (carne, side-dish) con difficoltà MEDIA",1,0,1,True,47.64,Bistecca di Manzo alla Griglia,0
20260205_193529_prototype_B,B,task_3,"Esplora le ricette, confronta 2 piatti che preferite e di perchè ti attirano, infine scegline uno",11,1,12,True,106.5,Stufato di Uova di Quaglia,0
